customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,vehicle_type
NE29938,California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large,B
WW30771,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small,A
BL29046,Oregon,Yes,Basic,Doctor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,A
LN50325,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Sports Car,Medsize,A
TL43709,Washington,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,A
VQ65197,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,B
VQ97965,Oregon,No,Extended,Bachelor,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,B
SZ70655,California,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Large,A
QP69826,Arizona,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,SUV,Medsize,A
YZ19736,Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
CP92616,Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer3,Agent,Luxury SUV,Small,B
NX37589,Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,B
UT21323,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Luxury SUV,Small,B
CM78608,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,A
GU41198,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,B
YB42706,Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Two-Door Car,Small,B
UX91266,California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
WO53546,Oregon,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,A
ZX85480,Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Large,A
NS57426,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize,B
QJ22057,Nevada,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,A
FZ79470,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Medsize,A
EM29019,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize,B
VE64781,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,A
ZS94723,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
UB51030,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize,A
IN65727,Washington,No,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
IE36279,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Call Center,Two-Door Car,Medsize,A
KL65897,California,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,A
BT20606,Arizona,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
VK57280,Unknown,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,B
BW80872,Washington,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
XQ51968,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,B
EP29567,Washington,No,Extended,Master,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Web,Four-Door Car,Medsize,A
AX70794,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,A
NJ46849,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
WH20102,California,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize,A
QO86948,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Small,A
DN14211,Oregon,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
GL66847,Arizona,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,B
YJ16163,Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Special Auto,Special L3,Offer2,Agent,Luxury Car,Medsize,A
QT27514,California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,B
QF17381,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,B
BL90769,California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,B
LH26563,Oregon,No,Premium,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Small,A
WK24299,California,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,B
MN74944,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,B
LE65901,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
OO72857,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,B
FP34904,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,B
MR60878,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Small,A
CY45848,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,A
BC66921,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,B
FM52759,Nevada,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
HH30454,Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,A
EA52579,Unknown,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Call Center,SUV,Medsize,B
XS94482,Arizona,No,Basic,Master,Unemployed,F,Urban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize,B
NI18835,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
RS66246,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large,A
YP41539,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,B
RB63074,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
NL75739,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
RF94484,Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large,A
JA24437,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
MS11057,Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,B
HZ56678,Oregon,No,Basic,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize,A
FS49381,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,B
TK38732,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize,A
FI86516,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small,A
KS12294,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,B
BS90503,Washington,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,A
AG39150,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
BJ22117,Washington,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,B
BK85520,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,B
KX23516,Unknown,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,SUV,Medsize,B
MU76701,Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,A
JH73503,Arizona,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Small,A
JC38573,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
NL33789,California,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,SUV,Medsize,A
OY44814,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize,B
AQ70385,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
ZU35962,California,No,Extended,College,Unemployed,F,Rural,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Large,B
VD96075,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
VZ81004,Oregon,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Sports Car,Large,A
OU53351,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Small,B
BZ92811,California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,SUV,Medsize,B
DO18118,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,B
QN62538,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Small,B
DX34647,California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large,B
PT40521,California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,B
IB81655,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,A
WO95180,California,Yes,Basic,High School or Below,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,B
BU72633,Nevada,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
PR37714,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,A
ZU76536,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
EP82214,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize,A
CC46747,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,B
OY20177,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize,A
AM57175,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
BL44722,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,B
DS81757,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Web,Two-Door Car,Large,B
LK57294,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize,A
LC33025,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Luxury Car,Medsize,A
NG15645,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
SZ37147,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize,B
JP35025,California,No,Basic,Master,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,A
CJ59481,Washington,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
DN98431,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
PP39078,Unknown,No,Basic,College,Employed,F,Suburban,Married,Special Auto,Special L1,Offer4,Branch,Four-Door Car,Small,A
WZ83320,Unknown,No,Premium,Master,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize,A
ZX73673,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,B
BI38192,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
GH48839,California,Yes,Basic,College,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,B
AN97123,Nevada,No,Premium,College,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize,B
IQ40799,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Small,B
ZC32761,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,A
GX47381,California,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,B
CV44550,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Small,B
NH76558,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,B
CR12479,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,B
VS42598,California,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Two-Door Car,Medsize,B
AA30683,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,B
OL28568,California,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,B
RA38184,Arizona,No,Extended,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
FX57380,California,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,B
WQ85760,Unknown,No,Basic,College,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Medsize,B
RH70599,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,B
GF70857,Unknown,No,Extended,College,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
LU36517,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Small,B
IN77241,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Branch,Two-Door Car,Medsize,A
NY57065,California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Two-Door Car,Small,B
OB66874,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Two-Door Car,Large,A
ZV36800,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Sports Car,Medsize,B
OE15600,Unknown,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,A
FQ83162,Washington,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize,B
HO29524,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize,A
FK94501,Nevada,No,Basic,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Large,A
DW72445,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,B
AV76907,Unknown,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
IO25161,Arizona,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
LU79865,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,A
JR26812,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,B
XT45580,Oregon,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Large,B
CT51200,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize,B
GD57363,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
QF66202,Nevada,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
BB82067,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize,B
CF41619,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,A
JY16280,California,Yes,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
BV25135,California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
YC69616,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
WT71621,Unknown,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
UW10841,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
